"","Colony","Week","Treatment","Agegroup_focal","Choice","EorN_focal","Forager_ID","Date.x","Decision_time","TouchIBtiny","TouchLStiny","Prop_exp","Num_tinies","X.x","Num_outbound_IB","Num_outbound_LS","Outbound_propIB","X.y","AgeGroup","timepoint","Date.y","Day","IB_taken","Total_Leaves","Source.x","Source.y","prev_IB_attempts","Prop_IB","TinyBinary","Choice_bin"
"53","31502",7,"CHX",1,"LS","Experienced","LS5",20170607,1253.887,3,0,0.956521739130435,3,52,0,1,0,98,1,9,20170607,49,2,55,"Boris.og","Boris.og",17,0.0363636363636364,"Preset",0
"54","31502",7,"CHX",1,"LS","Experienced","LS8",20170607,1637.53,3,0,0.875,3,53,0,0,NA,98,1,9,20170607,49,2,55,"Boris.og","Boris.og",17,0.0363636363636364,"Preset",0
"55","31502",11,"CHX",1,"LS","Experienced","LS1",20170705,1633.705,4,0,0.769230769230769,4,55,0,0,NA,102,1,13,20170705,77,0,65,"Boris.og","Boris.og",22,0,"Preset",0
"56","31502",11,"CHX",2,"IB","Naive","IB1",20170705,1392.934,2,0,0.777777777777778,2,54,0,0,NA,110,2,13,20170705,77,1,1,"Boris.og","Boris.og",1,1,"Preset",1
"57","31502",15,"CHX",1,"IB","Experienced","IB6",20170802,1488.993,4,0,0.666666666666667,4,58,1,2,0.333333333333333,107,1,18,20170802,105,6,35,"Boris.og","Boris.og",22,0.171428571428571,"Preset",1
"58","31502",15,"CHX",1,"LS","Experienced","LS10",20170802,1532.459,4,0,0.857142857142857,4,59,0,0,NA,107,1,18,20170802,105,6,35,"Boris.og","Boris.og",22,0.171428571428571,"Preset",0
"59","31502",15,"CHX",1,"IB","Experienced","IB1",20170802,268.356,0,2,0.5,2,56,0,1,0,107,1,18,20170802,105,6,35,"Boris.og","Boris.og",22,0.171428571428571,"Preset",1
"60","31502",15,"CHX",1,"IB","Experienced","IB2",20170802,667.875,1,0,0.666666666666667,1,57,0,0,NA,107,1,18,20170802,105,6,35,"Boris.og","Boris.og",22,0.171428571428571,"Preset",1
"61","31502",15,"CHX",1,"LS","Experienced","LS4",20170802,456.608,4,0,0.5,4,60,0,1,0,107,1,18,20170802,105,6,35,"Boris.og","Boris.og",22,0.171428571428571,"Preset",0
"62","31502",15,"CHX",1,"LS","Experienced","LS6",20170802,883.1,4,0,0.714285714285714,4,61,0,3,0,107,1,18,20170802,105,6,35,"Boris.og","Boris.og",22,0.171428571428571,"Preset",0
"63","31502",19,"CHX",6,"IB","Naive","IB5",20170830,976.481,1,1,0,2,63,0,5,0,119,6,23,20170830,133,3,8,"Boris.og","Boris.og",11,0.375,"Preset",1
"64","31502",19,"CHX",6,"IB","Naive","IB6",20170830,1689.829,4,0,0,4,64,0,2,0,119,6,23,20170830,133,3,8,"Boris.og","Boris.og",11,0.375,"Preset",1
"65","31502",19,"CHX",8,"IB","Naive","IB1",20170830,96.438,1,0,0,1,62,0,0,NA,126,8,23,20170830,133,3,38,"Boris.og","Boris.og",4,0.0789473684210526,"Preset",1
"66","31502",19,"CHX",8,"LS","Naive","LS2",20170830,158.539,1,0,0,1,65,0,1,0,126,8,23,20170830,133,3,38,"Boris.og","Boris.og",4,0.0789473684210526,"Preset",0
"67","31502",19,"CHX",9,"LS","Naive","LS7",20170830,1131.607,5,0,0,5,67,1,2,0.333333333333333,129,9,23,20170830,133,0,22,"Boris.og","Boris.og",0,0,"Preset",0
"68","31503",3,"CHX",1,"IB","Experienced","IB1",20170510,652.408,0,0,1,0,68,0,2,0,143,1,6,20170510,21,1,26,"Boris.og","Boris.og",7,0.0384615384615385,"Absent",1
"69","31503",3,"CHX",1,"LS","Experienced","LS4",20170510,647.141,0,0,1,0,69,0,1,0,143,1,6,20170510,21,1,26,"Boris.og","Boris.og",7,0.0384615384615385,"Absent",0
"70","31503",11,"CHX",1,"IB","Experienced","IB1",20170705,350.835,1,0,0.882352941176471,1,70,0,3,0,150,1,13,20170705,77,2,53,"Boris.og","Boris.og",12,0.0377358490566038,"Preset",1
"71","31503",11,"CHX",1,"LS","Experienced","LS1",20170705,417.883,1,1,0.666666666666667,2,72,0,2,0,150,1,13,20170705,77,2,53,"Boris.og","Boris.og",12,0.0377358490566038,"Preset",0
"72","31503",11,"CHX",1,"IB","Experienced","IB2",20170705,1462.648,4,0,1,4,71,0,0,NA,150,1,13,20170705,77,2,53,"Boris.og","Boris.og",12,0.0377358490566038,"Preset",1
"73","31503",11,"CHX",1,"LS","Experienced","LS2",20170705,1252.907,4,0,0.923076923076923,4,73,0,0,NA,150,1,13,20170705,77,2,53,"Boris.og","Boris.og",12,0.0377358490566038,"Preset",0
"74","31503",15,"CHX",6,"LS","Naive","LS4",20170802,584.03,8,0,0.416666666666667,8,74,0,1,0,161,6,18,20170802,105,0,30,"Boris.og","Boris.og",0,0,"Preset",0
"75","31503",15,"CHX",6,"LS","Naive","LS8",20170802,1324.817,6,0,0.333333333333333,6,75,0,2,0,161,6,18,20170802,105,0,30,"Boris.og","Boris.og",0,0,"Preset",0
"76","31503",15,"CHX",6,"LS","Naive","LS9",20170802,1360.878,8,0,0.6,8,76,0,1,0,161,6,18,20170802,105,0,30,"Boris.og","Boris.og",0,0,"Preset",0
"77","31503",19,"CHX",6,"IB","Naive","IB5",20170830,913.42,1,0,0,1,78,0,1,0,165,6,22,20170830,133,6,18,"Boris.og","Boris.og",7,0.333333333333333,"Preset",1
"78","31503",19,"CHX",8,"IB","Naive","IB4",20170830,848.709,4,0,0.111111111111111,4,77,0,0,NA,168,8,22,20170830,133,3,16,"Boris.og","Boris.og",0,0.1875,"Preset",1
"79","31503",19,"CHX",8,"IB","Naive","IB8",20170830,1366.356,5,0,0,5,79,0,2,0,168,8,22,20170830,133,3,16,"Boris.og","Boris.og",0,0.1875,"Preset",1
"80","31503",19,"CHX",8,"LS","Naive","LS1",20170830,132.28,0,0,0.0769230769230769,0,80,1,0,1,168,8,22,20170830,133,3,16,"Boris.og","Boris.og",0,0.1875,"Absent",0
"81","31503",19,"CHX",8,"LS","Naive","LS3",20170830,776.711,1,0,0.0909090909090909,1,81,0,1,0,168,8,22,20170830,133,3,16,"Boris.og","Boris.og",0,0.1875,"Preset",0
"82","31503",19,"CHX",8,"LS","Naive","LS4",20170830,779.465,2,0,0.125,2,82,0,0,NA,168,8,22,20170830,133,3,16,"Boris.og","Boris.og",0,0.1875,"Preset",0
"83","41901",3,"Control",1,"IB","Experienced","IB1",20170528,520.969,0,0,1,0,199,0,0,NA,181,1,5,20170528,21,61,87,"notebook","",140,0.701149425287356,"Absent",1
"84","41901",3,"Control",1,"IB","Experienced","IB4",20170528,1403.195,0,0,0.909090909090909,0,200,0,0,NA,181,1,5,20170528,21,61,87,"notebook","",140,0.701149425287356,"Absent",1
"85","41901",3,"Control",1,"IB","Experienced","IB5",20170528,1765.438,0,0,0.9,0,201,0,1,0,181,1,5,20170528,21,61,87,"notebook","",140,0.701149425287356,"Absent",1
"86","41901",3,"Control",1,"LS","Experienced","LS3",20170528,958.402,0,1,1,1,202,0,0,NA,181,1,5,20170528,21,61,87,"notebook","",140,0.701149425287356,"Preset",0
"87","41901",3,"Control",1,"LS","Experienced","LS4",20170528,1288.179,0,0,1,0,203,2,0,1,181,1,5,20170528,21,61,87,"notebook","",140,0.701149425287356,"Absent",0
"88","41901",3,"Control",1,"LS","Experienced","LS5",20170528,1503.621,0,0,0.875,0,204,1,0,1,181,1,5,20170528,21,61,87,"notebook","",140,0.701149425287356,"Absent",0
"89","41901",7,"Control",1,"IB","Experienced","IB1",20170625,379.883,0,0,1,0,205,0,1,0,185,1,8,20170625,49,23,42,"Boris.og","Boris.og",266,0.547619047619048,"Absent",1
"90","41901",7,"Control",1,"IB","Experienced","IB2",20170625,1077.743,0,0,0.666666666666667,0,206,0,0,NA,185,1,8,20170625,49,23,42,"Boris.og","Boris.og",266,0.547619047619048,"Absent",1
"91","41901",7,"Control",1,"IB","Experienced","IB3",20170625,1233.137,0,0,1,0,207,2,0,1,185,1,8,20170625,49,23,42,"Boris.og","Boris.og",266,0.547619047619048,"Absent",1
"92","41901",7,"Control",1,"LS","Experienced","LS1",20170625,106.411,0,0,1,0,208,0,0,NA,185,1,8,20170625,49,23,42,"Boris.og","Boris.og",266,0.547619047619048,"Absent",0
"93","41901",7,"Control",1,"LS","Experienced","LS5",20170625,459.356,0,0,1,0,209,0,0,NA,185,1,8,20170625,49,23,42,"Boris.og","Boris.og",266,0.547619047619048,"Absent",0
"94","41901",7,"Control",1,"LS","Experienced","LS6",20170625,513.373,0,0,NA,0,210,0,0,NA,185,1,8,20170625,49,23,42,"Boris.og","Boris.og",266,0.547619047619048,"Absent",0
"95","41901",11,"Control",1,"IB","Experienced","IB4",20170723,1381.722,0,0,0.666666666666667,0,213,2,6,0.25,191,1,12,20170723,77,2,2,"notebook","notebook",323,1,"Absent",1
"96","41901",11,"Control",1,"IB","Experienced","IB4",20170723,1381.722,0,0,0.666666666666667,0,213,2,6,0.25,192,1,12,20170723,77,0,2,"notebook","notebook",323,0,"Absent",1
"97","41901",11,"Control",1,"LS","Experienced","LS3",20170723,1084.563,0,0,0.333333333333333,0,216,0,1,0,191,1,12,20170723,77,2,2,"notebook","notebook",323,1,"Absent",0
"98","41901",11,"Control",1,"LS","Experienced","LS3",20170723,1084.563,0,0,0.333333333333333,0,216,0,1,0,192,1,12,20170723,77,0,2,"notebook","notebook",323,0,"Absent",0
"99","41901",11,"Control",1,"LS","Experienced","LS5",20170723,1706.059,0,0,0,0,217,4,2,0.666666666666667,191,1,12,20170723,77,2,2,"notebook","notebook",323,1,"Absent",0
"100","41901",11,"Control",1,"LS","Experienced","LS5",20170723,1706.059,0,0,0,0,217,4,2,0.666666666666667,192,1,12,20170723,77,0,2,"notebook","notebook",323,0,"Absent",0
"101","41901",11,"Control",3,"IB","Naive","IB2",20170723,1160.877,0,0,0.25,0,211,0,0,NA,198,3,12,20170723,77,6,25,"notebook","notebook",4,0.24,"Absent",1
"102","41901",11,"Control",3,"IB","Naive","IB3",20170723,1270.37,0,0,0.25,0,212,0,2,0,198,3,12,20170723,77,6,25,"notebook","notebook",4,0.24,"Absent",1
"103","41901",11,"Control",3,"LS","Naive","LS1",20170723,362.41,0,0,0.25,0,214,0,0,NA,198,3,12,20170723,77,6,25,"notebook","notebook",4,0.24,"Absent",0
"104","41901",11,"Control",3,"LS","Naive","LS2",20170723,593.453,0,0,0.25,0,215,0,1,0,198,3,12,20170723,77,6,25,"notebook","notebook",4,0.24,"Absent",0
"105","41901",15,"Control",1,"IB","Experienced","IB4",20170820,1194.699,0,1,NA,1,220,0,0,NA,193,1,16,20170820,105,0,1,"Boris.og","Boris.og",329,0,"Preset",1
"106","41901",15,"Control",3,"IB","Naive","IB1",20170820,160.694,0,0,0.5,0,218,0,0,NA,202,3,16,20170820,105,0,6,"Boris.og","Boris.og",30,0,"Absent",1
"107","41901",15,"Control",3,"IB","Naive","IB3",20170820,1108.844,0,1,0,1,219,0,0,NA,202,3,16,20170820,105,0,6,"Boris.og","Boris.og",30,0,"Preset",1
"108","41901",15,"Control",3,"LS","Naive","LS2",20170820,556.429,1,0,1,1,221,0,0,NA,202,3,16,20170820,105,0,6,"Boris.og","Boris.og",30,0,"Preset",0
"109","41901",15,"Control",3,"LS","Naive","LS4",20170820,794.827,0,1,1,1,222,0,2,0,202,3,16,20170820,105,0,6,"Boris.og","Boris.og",30,0,"Preset",0
"110","41901",15,"Control",3,"LS","Naive","LS6",20170820,915.652,0,0,NA,0,223,0,2,0,202,3,16,20170820,105,0,6,"Boris.og","Boris.og",30,0,"Absent",0
"111","41902",3,"Control",1,"IB","Experienced","IB1",20170528,114.349,0,0,1,0,224,0,0,NA,212,1,6,20170528,21,43,88,"Boris.og","Boris.og",159,0.488636363636364,"Absent",1
"112","41902",3,"Control",1,"IB","Experienced","IB2",20170528,779.048,0,0,1,0,225,1,0,1,212,1,6,20170528,21,43,88,"Boris.og","Boris.og",159,0.488636363636364,"Absent",1
"113","41902",3,"Control",1,"IB","Experienced","IB5",20170528,1563.513,0,0,1,0,226,0,0,NA,212,1,6,20170528,21,43,88,"Boris.og","Boris.og",159,0.488636363636364,"Absent",1
"114","41902",3,"Control",1,"LS","Experienced","LS2",20170528,493.131,0,0,1,0,227,0,0,NA,212,1,6,20170528,21,43,88,"Boris.og","Boris.og",159,0.488636363636364,"Absent",0
"115","41902",3,"Control",1,"LS","Experienced","LS5",20170528,824.969,0,0,1,0,228,0,0,NA,212,1,6,20170528,21,43,88,"Boris.og","Boris.og",159,0.488636363636364,"Absent",0
"116","41902",3,"Control",1,"LS","Experienced","LS9",20170528,1517.037,0,0,1,0,229,0,0,NA,212,1,6,20170528,21,43,88,"Boris.og","Boris.og",159,0.488636363636364,"Absent",0
"117","41902",7,"Control",1,"IB","Experienced","IB3",20170625,1533.764,0,0,0.666666666666667,0,230,1,2,0.333333333333333,218,1,10,20170625,49,35,64,"Boris.og","Boris.og",313,0.546875,"Absent",1
"118","41902",7,"Control",1,"IB","Experienced","IB4",20170625,1555.157,0,0,0.6,0,231,1,1,0.5,218,1,10,20170625,49,35,64,"Boris.og","Boris.og",313,0.546875,"Absent",1
"119","41902",7,"Control",1,"IB","Experienced","IB5",20170625,1663.049,0,0,0.571428571428571,0,232,0,0,NA,218,1,10,20170625,49,35,64,"Boris.og","Boris.og",313,0.546875,"Absent",1
"120","41902",7,"Control",1,"LS","Experienced","LS2",20170625,570.603,0,0,0.777777777777778,0,233,1,0,1,218,1,10,20170625,49,35,64,"Boris.og","Boris.og",313,0.546875,"Absent",0
"121","41902",7,"Control",1,"LS","Experienced","LS4",20170625,975.672,0,0,0.5,0,234,0,1,0,218,1,10,20170625,49,35,64,"Boris.og","Boris.og",313,0.546875,"Absent",0
"122","41902",7,"Control",1,"LS","Experienced","LS5",20170625,1556.647,0,0,0.666666666666667,0,235,0,2,0,218,1,10,20170625,49,35,64,"Boris.og","Boris.og",313,0.546875,"Absent",0
"123","41902",11,"Control",1,"IB","Experienced","IB3",20170723,1432.2,1,0,0.285714285714286,1,238,0,0,NA,225,1,14,20170723,77,7,8,"Boris.og","Boris.og",363,0.875,"Preset",1
"124","41902",11,"Control",3,"IB","Naive","IB1",20170723,817.789,0,1,0,1,236,0,1,0,238,3,14,20170723,77,8,23,"Boris.og","Boris.og",28,0.347826086956522,"Preset",1
"125","41902",11,"Control",3,"IB","Naive","IB2",20170723,1121.391,1,0,0.285714285714286,1,237,0,1,0,238,3,14,20170723,77,8,23,"Boris.og","Boris.og",28,0.347826086956522,"Preset",1
"126","41902",11,"Control",3,"LS","Naive","LS1",20170723,775.147,1,0,0,1,239,1,1,0.5,238,3,14,20170723,77,8,23,"Boris.og","Boris.og",28,0.347826086956522,"Preset",0
"127","41902",11,"Control",3,"LS","Naive","LS2",20170723,966.236,1,0,0.181818181818182,1,240,1,2,0.333333333333333,238,3,14,20170723,77,8,23,"Boris.og","Boris.og",28,0.347826086956522,"Preset",0
"128","41902",11,"Control",4,"LS","Naive","LS3",20170723,1223.431,0,0,0.2,0,241,2,3,0.4,245,4,14,20170723,77,8,20,"Boris.og","Boris.og",2,0.4,"Absent",0
"129","41902",15,"Control",3,"IB","Naive","IB1",20170820,1005.693,0,0,0,0,242,0,2,0,241,3,20,20170820,105,2,8,"Boris.og","Boris.og",37,0.25,"Absent",1
"130","41902",15,"Control",3,"IB","Naive","IB2",20170820,1369.398,0,0,0,0,243,0,0,NA,241,3,20,20170820,105,2,8,"Boris.og","Boris.og",37,0.25,"Absent",1
"131","41902",15,"Control",3,"LS","Naive","LS8",20170820,1441.946,0,0,0,0,247,0,0,NA,241,3,20,20170820,105,2,8,"Boris.og","Boris.og",37,0.25,"Absent",0
"132","41902",15,"Control",6,"IB","Naive","IB3",20170820,1452.69,0,0,0,0,244,0,5,0,257,6,20,20170820,105,1,2,"Boris.og","Boris.og",1,0.5,"Absent",1
"133","41902",15,"Control",7,"LS","Naive","LS10",20170820,1682.715,0,0,0,0,245,0,2,0,261,7,20,20170820,105,0,4,"Boris.og","Boris.og",0,0,"Absent",0
"134","41902",15,"Control",7,"LS","Naive","LS7",20170820,1416.376,0,0,0,0,246,0,4,0,261,7,20,20170820,105,0,4,"Boris.og","Boris.og",0,0,"Absent",0
"135","41902",19,"Control",7,"IB","Naive","IB1",20170917,289.101,0,0,0,0,248,0,0,NA,267,7,25,20170917,133,1,14,"Boris.og","Boris.og",1,0.0714285714285714,"Absent",1
"136","41902",19,"Control",7,"IB","Naive","IB1",20170917,289.101,0,0,0,0,248,0,0,NA,266,7,24,20170917,133,0,14,"notebook","notebook",0,0,"Absent",1
"137","41902",19,"Control",7,"IB","Naive","IB1",20170917,289.101,0,0,0,0,248,0,0,NA,268,7,25,20170917,133,0,14,"notebook","Boris.og",1,0,"Absent",1
"138","41902",19,"Control",7,"IB","Naive","IB1",20170917,289.101,0,0,0,0,248,0,0,NA,265,7,24,20170917,133,1,14,"Boris.og","notebook",0,0.0714285714285714,"Absent",1
"139","41902",19,"Control",7,"LS","Naive","LS5",20170917,395.638,0,0,0,0,250,0,0,NA,267,7,25,20170917,133,1,14,"Boris.og","Boris.og",1,0.0714285714285714,"Absent",0
"140","41902",19,"Control",7,"LS","Naive","LS5",20170917,395.638,0,0,0,0,250,0,0,NA,266,7,24,20170917,133,0,14,"notebook","notebook",0,0,"Absent",0
"141","41902",19,"Control",7,"LS","Naive","LS5",20170917,395.638,0,0,0,0,250,0,0,NA,268,7,25,20170917,133,0,14,"notebook","Boris.og",1,0,"Absent",0
"142","41902",19,"Control",7,"LS","Naive","LS5",20170917,395.638,0,0,0,0,250,0,0,NA,265,7,24,20170917,133,1,14,"Boris.og","notebook",0,0.0714285714285714,"Absent",0
"143","41902",19,"Control",7,"LS","Naive","LS9",20170917,1117.581,0,0,0,0,251,0,0,NA,267,7,25,20170917,133,1,14,"Boris.og","Boris.og",1,0.0714285714285714,"Absent",0
"144","41902",19,"Control",7,"LS","Naive","LS9",20170917,1117.581,0,0,0,0,251,0,0,NA,266,7,24,20170917,133,0,14,"notebook","notebook",0,0,"Absent",0
"145","41902",19,"Control",7,"LS","Naive","LS9",20170917,1117.581,0,0,0,0,251,0,0,NA,268,7,25,20170917,133,0,14,"notebook","Boris.og",1,0,"Absent",0
"146","41902",19,"Control",7,"LS","Naive","LS9",20170917,1117.581,0,0,0,0,251,0,0,NA,265,7,24,20170917,133,1,14,"Boris.og","notebook",0,0.0714285714285714,"Absent",0
"147","41902",19,"Control",8,"LS","Naive","LS2",20170917,125.056,0,0,0,0,249,0,0,NA,272,8,25,20170917,133,0,2,"Boris.og","Boris.og",0,0,"Absent",0
"148","41902",19,"Control",8,"LS","Naive","LS2",20170917,125.056,0,0,0,0,249,0,0,NA,271,8,24,20170917,133,0,2,"Boris.og","notebook",0,0,"Absent",0
"149","41902",19,"Control",8,"LS","Naive","LS2",20170917,125.056,0,0,0,0,249,0,0,NA,270,8,24,20170917,133,1,2,"notebook","notebook",0,0.5,"Absent",0
"150","41902",19,"Control",8,"LS","Naive","LS2",20170917,125.056,0,0,0,0,249,0,0,NA,273,8,25,20170917,133,1,2,"notebook","Boris.og",0,0.5,"Absent",0
"151","42001",3,"Control",1,"IB","Experienced","IB1",20170528,527.399,0,0,1,0,252,0,0,NA,278,1,5,20170528,21,55,96,"Boris.og","Boris.og",141,0.572916666666667,"Absent",1
"152","42001",3,"Control",1,"IB","Experienced","IB2",20170528,706.478,0,0,0.9375,0,253,1,0,1,278,1,5,20170528,21,55,96,"Boris.og","Boris.og",141,0.572916666666667,"Absent",1
"153","42001",3,"Control",1,"IB","Experienced","IB5",20170528,1663.656,0,0,1,0,254,0,2,0,278,1,5,20170528,21,55,96,"Boris.og","Boris.og",141,0.572916666666667,"Absent",1
"154","42001",3,"Control",1,"LS","Experienced","LS1",20170528,147.197,0,0,1,0,255,0,0,NA,278,1,5,20170528,21,55,96,"Boris.og","Boris.og",141,0.572916666666667,"Absent",0
"155","42001",3,"Control",1,"LS","Experienced","LS3",20170528,404.337,0,0,1,0,256,2,0,1,278,1,5,20170528,21,55,96,"Boris.og","Boris.og",141,0.572916666666667,"Absent",0
"156","42001",3,"Control",1,"LS","Experienced","LS7",20170528,1074.482,0,0,1,0,257,0,1,0,278,1,5,20170528,21,55,96,"Boris.og","Boris.og",141,0.572916666666667,"Absent",0
"157","42001",7,"Control",1,"LS","Experienced","LS6",20170625,778.063,0,0,0.333333333333333,0,262,0,0,NA,284,1,9,20170625,49,14,23,"Boris.og","Boris.og",280,0.608695652173913,"Absent",0
"158","42001",7,"Control",2,"IB","Naive","IB1",20170625,344.176,0,0,0.461538461538462,0,258,0,1,0,295,2,9,20170625,49,25,55,"Boris.og","Boris.og",18,0.454545454545455,"Absent",1
"159","42001",7,"Control",2,"IB","Naive","IB4",20170625,902.348,0,0,0.25,0,259,1,0,1,295,2,9,20170625,49,25,55,"Boris.og","Boris.og",18,0.454545454545455,"Absent",1
"160","42001",7,"Control",2,"IB","Naive","IB5",20170625,1565.402,0,0,0.4,0,260,1,0,1,295,2,9,20170625,49,25,55,"Boris.og","Boris.og",18,0.454545454545455,"Absent",1
"161","42001",7,"Control",2,"LS","Naive","LS3",20170625,270.429,1,0,0.578947368421053,1,261,0,1,0,295,2,9,20170625,49,25,55,"Boris.og","Boris.og",18,0.454545454545455,"Preset",0
"162","42001",7,"Control",2,"LS","Naive","LS8",20170625,956.578,0,0,0.388888888888889,0,263,1,0,1,295,2,9,20170625,49,25,55,"Boris.og","Boris.og",18,0.454545454545455,"Absent",0
"163","42001",11,"Control",1,"LS","Experienced","LS1",20170723,82.73,0,0,0.5,0,267,0,0,NA,288,1,13,20170723,77,0,2,"Boris.og","Boris.og",302,0,"Absent",0
"164","42001",11,"Control",2,"LS","Naive","LS2",20170723,404.759,0,0,0,0,268,1,3,0.25,299,2,13,20170723,77,1,29,"Boris.og","Boris.og",64,0.0344827586206897,"Absent",0
"165","42001",11,"Control",2,"LS","Naive","LS3",20170723,1662.826,1,0,0,1,269,0,1,0,299,2,13,20170723,77,1,29,"Boris.og","Boris.og",64,0.0344827586206897,"Preset",0
"166","42001",11,"Control",3,"IB","Naive","IB2",20170723,920.662,0,0,0,0,264,0,1,0,310,3,13,20170723,77,3,25,"Boris.og","Boris.og",13,0.12,"Absent",1
"167","42001",11,"Control",3,"IB","Naive","IB3",20170723,1484.901,0,0,0.230769230769231,0,265,0,1,0,310,3,13,20170723,77,3,25,"Boris.og","Boris.og",13,0.12,"Absent",1
"168","42001",11,"Control",3,"IB","Naive","IB4",20170723,1739.793,1,0,0.0909090909090909,1,266,0,1,0,310,3,13,20170723,77,3,25,"Boris.og","Boris.og",13,0.12,"Preset",1
"169","42001",15,"Control",3,"LS","Naive","LS4",20170820,742.994,1,1,0,2,273,2,3,0.4,315,3,18,20170802,105,0,6,"Boris.og","Boris.og",26,0,"Preset",0
"170","42001",15,"Control",4,"IB","Naive","IB4",20170820,242.693,1,2,0,3,270,0,1,0,319,4,18,20170802,105,3,5,"Boris.og","Boris.og",16,0.6,"Preset",1
"171","42001",15,"Control",6,"IB","Naive","IB8",20170820,823.807,0,2,0,2,272,0,3,0,326,6,18,20170802,105,7,26,"Boris.og","Boris.og",5,0.269230769230769,"Preset",1
"172","42001",15,"Control",6,"LS","Naive","LS7",20170820,1088.692,1,2,0,3,274,1,1,0.5,326,6,18,20170802,105,7,26,"Boris.og","Boris.og",5,0.269230769230769,"Preset",0
"173","42001",15,"Control",7,"IB","Naive","IB7",20170820,724.553,0,1,0,1,271,0,0,NA,331,7,18,20170802,105,11,35,"Boris.og","Boris.og",1,0.314285714285714,"Preset",1
"174","42001",15,"Control",7,"LS","Naive","LS8",20170820,1093.731,1,1,0,2,275,0,2,0,331,7,18,20170802,105,11,35,"Boris.og","Boris.og",1,0.314285714285714,"Preset",0
"175","42001",19,"Control",7,"IB","Naive","IB1",20170917,1254.432,0,0,0,0,276,0,0,NA,335,7,22,20170917,133,2,10,"Boris.og","Boris.og",26,0.2,"Absent",1
"176","42001",19,"Control",7,"IB","Naive","IB2",20170917,1460.362,0,0,0,0,277,0,1,0,335,7,22,20170917,133,2,10,"Boris.og","Boris.og",26,0.2,"Absent",1
"177","42001",19,"Control",7,"LS","Naive","LS2",20170917,898.259,0,0,0,0,278,0,0,NA,335,7,22,20170917,133,2,10,"Boris.og","Boris.og",26,0.2,"Absent",0
"178","42001",19,"Control",7,"LS","Naive","LS3",20170917,1034.125,0,0,0,0,279,0,0,NA,335,7,22,20170917,133,2,10,"Boris.og","Boris.og",26,0.2,"Absent",0
"179","42001",19,"Control",7,"LS","Naive","LS6",20170917,1326.697,0,0,0,0,280,0,1,0,335,7,22,20170917,133,2,10,"Boris.og","Boris.og",26,0.2,"Absent",0
"180","42002",3,"CHX",1,"IB","Experienced","IB1",20170609,319.001,0,0,1,0,83,0,0,NA,345,1,5,20170609,21,17,51,"notebook","",70,0.333333333333333,"Absent",1
"181","42002",3,"CHX",1,"IB","Experienced","IB2",20170609,1099.832,0,0,1,0,84,0,0,NA,345,1,5,20170609,21,17,51,"notebook","",70,0.333333333333333,"Absent",1
"182","42002",3,"CHX",1,"IB","Experienced","IB3",20170609,1304.113,0,0,1,0,85,1,1,0.5,345,1,5,20170609,21,17,51,"notebook","",70,0.333333333333333,"Absent",1
"183","42002",3,"CHX",1,"LS","Experienced","LS2",20170609,329.01,0,0,1,0,86,0,2,0,345,1,5,20170609,21,17,51,"notebook","",70,0.333333333333333,"Absent",0
"184","42002",3,"CHX",1,"LS","Experienced","LS4",20170609,794.137,0,0,1,0,87,0,1,0,345,1,5,20170609,21,17,51,"notebook","",70,0.333333333333333,"Absent",0
"185","42002",3,"CHX",1,"LS","Experienced","LS5",20170609,1075.51,0,0,1,0,88,1,0,1,345,1,5,20170609,21,17,51,"notebook","",70,0.333333333333333,"Absent",0
"186","42002",7,"CHX",1,"IB","Experienced","IB2",20170707,77.712,0,0,1,0,89,0,0,NA,349,1,9,20170707,49,4,32,"notebook","",92,0.125,"Absent",1
"187","42002",7,"CHX",1,"IB","Experienced","IB3",20170707,183.094,0,0,1,0,90,0,0,NA,349,1,9,20170707,49,4,32,"notebook","",92,0.125,"Absent",1
"188","42002",7,"CHX",1,"IB","Experienced","IB4",20170707,409.681,0,0,1,0,91,0,1,0,349,1,9,20170707,49,4,32,"notebook","",92,0.125,"Absent",1
"189","42002",7,"CHX",1,"LS","Experienced","LS2",20170707,394.591,0,0,0.875,0,92,0,2,0,349,1,9,20170707,49,4,32,"notebook","",92,0.125,"Absent",0
"190","42002",7,"CHX",1,"LS","Experienced","LS3",20170707,1258.06,0,0,1,0,93,0,0,NA,349,1,9,20170707,49,4,32,"notebook","",92,0.125,"Absent",0
"191","42002",7,"CHX",1,"LS","Experienced","LS4",20170707,1413.487,0,0,1,0,94,0,0,NA,349,1,9,20170707,49,4,32,"notebook","",92,0.125,"Absent",0
"192","42002",11,"CHX",1,"IB","Experienced","IB1",20171130,60.022,0,0,0.333333333333333,0,95,0,0,NA,354,1,14,20170804,77,1,4,"notebook","notebook",97,0.25,"Absent",1
"193","42002",11,"CHX",1,"LS","Experienced","LS2",20171130,1213.532,0,0,0.75,0,98,0,0,NA,354,1,14,20170804,77,1,4,"notebook","notebook",97,0.25,"Absent",0
"194","42002",11,"CHX",2,"IB","Naive","IB2",20171130,302.25,0,0,0,0,96,0,0,NA,360,2,14,20170804,77,1,4,"notebook","notebook",0,0.25,"Absent",1
"195","42002",11,"CHX",2,"LS","Naive","LS1",20171130,289.528,0,0,0,0,97,0,0,NA,360,2,14,20170804,77,1,4,"notebook","notebook",0,0.25,"Absent",0
