"","Week","Colony","Treatment","Date","Age","IB_taken.a","Leaves_taken.a","IB_taken","Leaves_taken","Prop.dec","ColonySize","Prop.new","IB_prop.a","PT_prop.a","Treatment_b"
"234",9,"Clem","CHX IB",20180506,"new",1,5,4,26,0.192307692307692,168,0.636904761904762,0.2,0.2,"CHX"
"235",9,"Clem","CHX IB",20180506,"old",3,21,4,26,0.192307692307692,168,0.636904761904762,0.142857142857143,0.142857142857143,"CHX"
"236",9,"Cordelia","Sham LS",20180304,"new",40,58,43,71,0.816901408450704,936,0.701923076923077,0.689655172413793,0.310344827586207,"Control"
"237",9,"Cordelia","Sham LS",20180304,"old",3,13,43,71,0.816901408450704,936,0.701923076923077,0.230769230769231,0.769230769230769,"Control"
"238",9,"Dawn","Sham IB",20180415,"old",10,20,16,40,0.5,130,0.776923076923077,0.5,0.5,"Control"
"239",9,"Dawn","Sham IB",20180415,"new",6,20,16,40,0.5,130,0.776923076923077,0.3,0.3,"Control"
"240",9,"Hapshetsut","Sham LS",20180506,"new",3,11,6,20,0.55,340,0.935294117647059,0.272727272727273,0.727272727272727,"Control"
"241",9,"Hapshetsut","Sham LS",20180506,"old",3,9,6,20,0.55,340,0.935294117647059,0.333333333333333,0.666666666666667,"Control"
"242",9,"Harmony","CHX IB",20180415,"old",18,59,18,59,0,300,0.593333333333333,0.305084745762712,0.305084745762712,"CHX"
"243",9,"Joan","CHX LS",20180506,"new",2,2,73,73,0.0273972602739726,311,0.363344051446945,1,0,"CHX"
"244",9,"Joan","CHX LS",20180506,"old",71,71,73,73,0.0273972602739726,311,0.363344051446945,1,0,"CHX"
"245",9,"Kendra","Sham IB",20180506,"new",0,5,6,32,0.15625,268,0.667910447761194,0,0,"Control"
"246",9,"Kendra","Sham IB",20180506,"old",6,27,6,32,0.15625,268,0.667910447761194,0.222222222222222,0.222222222222222,"Control"
"247",9,"Ms. Calendar","Sham IB",20180304,"new",39,76,43,81,0.938271604938272,374,1,0.513157894736842,0.513157894736842,"Control"
"248",9,"Ms. Calendar","Sham IB",20180304,"old",4,5,43,81,0.938271604938272,374,1,0.8,0.8,"Control"
"249",9,"Spike","CHX LS",20180304,"new",9,14,19,31,0.451612903225806,100,0.94,0.642857142857143,0.357142857142857,"CHX"
"250",9,"Spike","CHX LS",20180304,"old",10,17,19,31,0.451612903225806,100,0.94,0.588235294117647,0.411764705882353,"CHX"
"251",9,"Tara","CHX IB",20180304,"new",0,0,5,39,0,395,0.392405063291139,NA,NA,"CHX"
"252",9,"Tara","CHX IB",20180304,"old",5,39,5,39,0,395,0.392405063291139,0.128205128205128,0.128205128205128,"CHX"
"253",9,"The Anointed","Sham LS",20180506,"new",19,23,30,37,0.621621621621622,180,0.7,0.826086956521739,0.173913043478261,"Control"
"254",9,"The Anointed","Sham LS",20180506,"old",11,14,30,37,0.621621621621622,180,0.7,0.785714285714286,0.214285714285714,"Control"
"255",9,"The Brain","CHX LS",20180520,"old",9,12,34,84,0.857142857142857,562,0.870106761565836,0.75,0.25,"CHX"
"256",9,"The Brain","CHX LS",20180520,"new",25,72,34,84,0.857142857142857,562,0.870106761565836,0.347222222222222,0.652777777777778,"CHX"
"257",9,"The Mayor","CHX LS",20180506,"old",4,4,4,4,0,51,0.0392156862745098,1,0,"CHX"
